coin_id,symbol,name,price_usd,market_cap,market_cap_rank,volume_24h,high_24h,low_24h,price_change_24h,pct_change_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,pct_change_7d,daily_return,volatility_score,market_dominance_pct,transform_timestamp
ethena,ena,Ethena,0.265038,2035795007,57,223819418.0,0.281449,0.264524,-0.0110899859665509,-4.01625,-87226179.54125452,-4.10859,7690625000.0,15000000000.0,15000000000.0,1.52,-82.53165,2024-04-11T13:15:15.057Z,0.195078,35.90336,2024-09-06T21:04:48.253Z,0,2025-12-09T13:59:03.171Z,-0.8013865849209973,-4.016253889241864,11.30481163048758,-0.040162500000000004,7.66053081524379,0.06382294125003189,2025-12-09 14:16:56
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,1.0,2029279036,58,0.0,1.0,1.0,0.0,0.0,721174.0,0.03555,2029279036.130449,2029279036.130449,0.0,1.0,0.0,2025-02-12T05:00:10.912Z,1.0,0.0,2025-02-12T05:45:10.196Z,0,2025-12-09T13:55:02.362Z,0.0,0.0,0.0,0.0,0.0,0.06361866310174587,2025-12-09 14:16:56
aster-2,aster,Aster,0.935024,1960115494,59,209287316.0,0.962935,0.927203,-0.0279106950826408,-2.8985,-58343204.57721543,-2.89048,2096639672.0,7922139508.973094,8000000000.0,2.41,-61.18658,2025-09-24T11:18:14.634Z,0.099713,837.59924,2025-09-17T12:05:36.771Z,0,2025-12-09T13:59:00.912Z,-0.9203471276962644,-2.898502307551263,-4.474389195652693,-0.028984999999999997,3.6864445978263465,0.06145035997567865,2025-12-09 14:16:56
pepe,pepe,Pepe,4.64e-06,1948827466,60,460642332.0,5e-06,4.57e-06,-1.58139551204e-07,-3.2992,-65973718.171471834,-3.27445,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-83.4527,2024-12-09T16:30:35.828Z,5.5142e-08,8310.78544,2023-04-18T02:14:41.591Z,0,2025-12-09T13:59:06.839Z,-0.674967914778993,-3.2991969667026835,14.40392121998006,-0.032992,8.85156060999003,0.06109647604070704,2025-12-09 14:16:56
binance-peg-weth,weth,Binance-Peg WETH,3111.13,1882190732,61,64247458.0,3165.39,3088.34,-32.515946259712564,-1.03434,-20295641.429896116,-1.0668,604999.9999588211,604999.9999588211,0.0,4955.78,-37.21776,2025-08-24T19:14:00.505Z,1394.32,123.14487,2025-04-09T01:32:41.942Z,0,2025-12-09T13:59:01.480Z,-0.8634762658293873,-1.0343389678615529,10.125206141323396,-0.0103434,5.579773070661698,0.05900738929840127,2025-12-09 14:16:56
jito-staked-sol,jitosol,Jito Staked SOL,165.03,1862299886,62,27919450.0,172.91,164.74,-7.417206805530753,-4.30125,-96881398.94870593,-4.94499,11282282.67651785,11282282.67651785,0.0,339.52,-51.28967,2025-01-19T11:21:54.080Z,0.57898,28464.3025,2023-09-12T10:21:17.665Z,0,2025-12-09T13:59:04.570Z,-0.6357212436100345,-4.30125240851704,3.14157353938198,-0.043012499999999995,3.72141176969099,0.058383803774659265,2025-12-09 14:16:56
internet-computer,icp,Internet Computer,3.42,1852073744,63,69234956.0,3.49,3.32,-0.0659611651421294,-1.89377,-34284780.17361474,-1.81751,541668124.2521365,541668124.2521365,0.0,700.65,-99.5116,2021-05-10T16:05:53.653Z,2.23,53.34271,2025-10-10T21:26:36.019Z,0,2025-12-09T13:59:04.690Z,-0.235657893802296,-1.8937688422408776,-6.203899985709195,-0.0189377,4.048834992854598,0.05806321036626779,2025-12-09 14:16:56
pi-network,pi,Pi Network,0.216316,1805084395,64,14844374.0,0.221569,0.214332,-0.0017169599368941,-0.78748,-15365841.673413992,-0.84407,8346154501.006946,12840237693.85683,100000000000.0,2.99,-92.77112,2025-02-26T16:41:03.732Z,0.172081,25.50536,2025-10-10T21:25:41.582Z,0,2025-12-09T13:59:06.664Z,0.4767038114011659,-0.7874783958777948,-6.270812632724526,-0.0078748,3.5291463163622634,0.05659007655353502,2025-12-09 14:16:56
rain,rain,Rain,0.00755656,1795414660,65,24966035.0,0.00776753,0.00752143,-0.0001825842418619,-2.35923,-44540782.01486373,-2.42075,237694596391.15857,1149957073107.814,1150000000000.0,0.00823862,-8.14313,2025-11-24T18:21:22.424Z,0.00222126,240.69587,2025-09-14T08:56:57.416Z,0,2025-12-09T13:58:56.884Z,-1.0784516104107325,-2.359231456230445,-4.520277510139709,-0.0235923,3.4397537550698547,0.05628692671443711,2025-12-09 14:16:56
pump-fun,pump,Pump.fun,0.00296436,1747611128,66,108100279.0,0.00310474,0.00294044,-0.0001335433365604,-4.31077,-79666314.55388927,-4.35984,590000000000.0,999989304236.216,1000000000000.0,0.00881908,-66.43159,2025-09-14T16:42:40.248Z,0.00228323,29.65982,2025-07-29T11:15:43.983Z,0,2025-12-09T13:58:56.970Z,-1.4246833122422318,-4.310768889085302,2.5538606383941755,-0.0431077,3.4323153191970874,0.05478826795759302,2025-12-09 14:16:56
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,4.65,1669920356,67,33825975.0,4.75,4.65,-0.0992679084472722,-2.08969,-41396298.59536052,-2.41897,359023961.913444,359023961.913444,0.0,5.99,-22.235,2025-10-06T17:35:59.480Z,0.146839,3070.9667,2023-11-24T05:55:06.706Z,0,2025-12-09T13:59:04.627Z,-0.3533719772856549,-2.0896850891457532,2.6301969770039237,-0.0208969,2.359943488501962,0.05235263295506272,2025-12-09 14:16:56
wrapped-solana,sol,Wrapped SOL,132.31,1668264438,68,618256091.0,138.69,132.16,-6.010553625183945,-4.34524,-98484441.05089426,-5.57433,12608110.39470092,12608110.39470092,0.0,290.3,-54.30182,2025-01-19T11:20:39.814Z,8.11,1535.67331,2022-12-29T20:45:41.226Z,0,2025-12-09T13:59:00.353Z,-0.5032533484856159,-4.345236903191074,3.1146976199523526,-0.0434524,3.7299688099761763,0.05230071930124911,2025-12-09 14:16:56
hash-2,hash,Provenance Blockchain,0.02932086,1526865313,69,93450.0,0.03335006,0.0243742,0.00157124,5.6622,82873241.0,5.73918,52074361259.0,100000000000.0,100000000000.0,0.060147,-51.25128,2025-09-14T16:52:41.627Z,0.00976953,200.12577,2025-12-04T22:25:33.898Z,0,2025-12-09T13:59:03.855Z,-0.9481566063790954,5.66220181494118,28.557913905042113,0.056622000000000006,17.110056952521056,0.047867803405173874,2025-12-09 14:16:56
ondo-finance,ondo,Ondo,0.481566,1521024121,70,102014444.0,0.487158,0.471605,-0.0014429606401715,-0.29874,-4788006.933098316,-0.3138,3159107529.0,10000000000.0,10000000000.0,2.14,-77.47281,2024-12-16T00:36:00.777Z,0.082171,486.72425,2024-01-18T12:14:30.524Z,0,2025-12-09T13:59:06.305Z,-0.2528737518274044,-0.29874413096536,3.409512480419518,-0.0029874,1.854126240209759,0.04768467983302427,2025-12-09 14:16:56
htx-dao,htx,HTX DAO,1.63e-06,1517525339,71,15619808.0,1.63e-06,1.59e-06,9.328e-09,0.5748,6724756.0,0.44511,930149437822426.0,930149437822426.0,999990000000000.0,3.75e-06,-56.51266,2024-12-04T00:16:20.770Z,8.00816e-07,103.72046,2024-08-05T13:31:33.427Z,0,2025-12-09T13:59:04.126Z,0.2431389740556119,0.5747966165761341,-4.029563213816827,0.005748,2.3021816069084133,0.04757499169779216,2025-12-09 14:16:56
syrupusdc,syrupusdc,syrupUSDC,1.14,1516977133,72,30031004.0,1.14,1.14,0.00044052,0.03863,32289072.0,2.17481,1329881096.896649,1329790101.540419,0.0,1.14,-0.34918,2025-11-24T04:11:48.401Z,1.055,8.16568,2025-08-01T06:27:19.933Z,0,2025-12-09T13:58:58.313Z,-0.0079782687828307,0.0386333815268971,0.1142740343287269,0.00038629999999999996,0.07645201716436345,0.04755780523294152,2025-12-09 14:16:56
worldcoin-wld,wld,Worldcoin,0.607235,1448729938,73,132671210.0,0.617581,0.584825,0.01463596,2.46979,33222453.0,2.34703,2388035725.014134,10000000000.0,10000000000.0,11.74,-94.83872,2024-03-10T00:10:42.330Z,0.557914,8.61282,2025-12-01T19:35:12.590Z,0,2025-12-09T13:58:59.663Z,-0.0233851072904903,2.4697920428831996,4.907663791254307,0.024697900000000002,3.6887268956271537,0.04541822993091581,2025-12-09 14:16:56
pax-gold,paxg,PAX Gold,4208.14,1431285170,74,88347986.0,4219.48,4185.69,-5.17679219704587,-0.12287,-27634.82416534424,-0.00193,340140.854,340140.854,0.0,4448.72,-5.47035,2025-10-16T23:50:09.513Z,1399.64,200.45972,2019-11-18T03:09:35.959Z,0,2025-12-09T13:58:56.360Z,-0.0550446561196972,-0.122867516063284,-0.085359042830483,-0.0012286999999999999,0.1041145214152415,0.044871329874988694,2025-12-09 14:16:56
global-dollar,usdg,Global Dollar,0.999768,1395513461,75,29479197.0,0.999927,0.999603,-0.0001114262360957,-0.01114,27336317.0,1.99801,1395840311.488746,1395840311.488746,0.0,1.65,-39.57873,2025-01-30T00:11:05.728Z,0.907561,10.15009,2024-11-11T23:55:50.604Z,0,2025-12-09T13:59:03.663Z,0.0034310203686046,-0.0111439709656694,-0.0090732238143678,-0.00011140000000000001,0.0101066119071839,0.043749873306881376,2025-12-09 14:16:56
syrupusdt,syrupusdt,syrupUSDT,1.11,1363673688,76,417859.0,1.11,1.11,0.00118545,0.10723,60605351.0,4.65097,1232236916.231732,1232107573.962949,0.0,1.11,-0.1348,2025-12-02T22:23:24.111Z,1.093,1.21457,2025-09-30T09:40:48.362Z,0,2025-12-09T13:58:58.308Z,0.0028046513815226,0.1072343141938304,0.0679108273916477,0.0010723,0.08757041369582386,0.04275168441526604,2025-12-09 14:16:56
kaspa,kas,Kaspa,0.04989089,1335991865,77,22246293.0,0.053697,0.04984436,-0.0036319538379579,-6.7858,-99320467.0452404,-6.91978,26777148610.50726,26999323695.01252,28704026601.0,0.207411,-75.93686,2024-08-01T00:40:47.164Z,0.00017105,29078.44027,2022-05-26T14:42:59.316Z,0,2025-12-09T13:59:04.747Z,-0.0489476026087293,-6.785801055532145,-6.537116335518063,-0.067858,6.661458167759031,0.04188384882428172,2025-12-09 14:16:56
kucoin-shares,kcs,KuCoin,10.27,1332791392,78,4282303.0,10.3,10.11,0.055456,0.54286,7063511.0,0.5328,129675261.7355671,142175261.7355671,0.0,28.83,-64.30917,2021-12-01T15:09:35.541Z,0.342863,2901.08935,2019-02-07T00:00:00.000Z,0,2025-12-09T13:59:04.778Z,-0.0420317738796439,0.542862628574807,5.308377106051272,0.0054286000000000004,2.925618553025636,0.04178351278870399,2025-12-09 14:16:56
bfusd,bfusd,BFUSD,0.999002,1318803089,79,21175614.0,0.999357,0.998935,-5.5124597632905e-05,-0.00552,118316.0,0.00897,1320000000.0,1320000000.0,0.0,1.007,-0.77809,2025-10-10T21:40:40.468Z,0.99712,0.19753,2025-11-07T12:33:03.134Z,0,2025-12-09T13:59:01.252Z,-0.0062781990422469,-0.0055176602557854,-0.0257934400966413,-5.52e-05,0.01565672004832065,0.041344974214099536,2025-12-09 14:16:56
rocket-pool-eth,reth,Rocket Pool ETH,3580.63,1307487278,80,10749230.0,3636.24,3548.58,-33.163612672557974,-0.91769,-16126446.481681349,-1.21837,365234.8342822451,365232.7197273361,0.0,5618.08,-36.18883,2025-08-24T19:25:20.811Z,887.26,304.04729,2022-06-18T20:55:45.957Z,0,2025-12-09T13:58:57.284Z,-0.8888235551618476,-0.9176944641142042,10.324918323373035,-0.0091769,5.621304161686518,0.040990219271599834,2025-12-09 14:16:56
hashnote-usyc,usyc,Circle USYC,1.11,1303484327,81,2664153.0,1.11,1.11,-5.196418460196e-06,-0.00047,2356021.0,0.18108,1174220742.431294,1174220742.431294,0.0,1.12,-0.60319,2025-03-04T19:26:50.778Z,1.026,8.18454,2024-12-05T22:31:20.475Z,0,2025-12-09T03:23:35.529Z,0.0,-0.0004681079514789,0.1990242194427309,-4.7e-06,0.09974710972136545,0.04086472524807522,2025-12-09 14:16:56
polygon-ecosystem-token,pol,POL (ex-MATIC),0.123338,1301359359,82,58252758.0,0.12507,0.121626,-0.0008937877687883,-0.71945,-9885236.696906328,-0.75388,10553294505.00246,10553294505.00246,0.0,1.29,-90.40881,2024-03-13T18:55:06.692Z,0.117067,5.48908,2025-12-02T03:35:58.502Z,0,2025-12-09T13:59:07.077Z,-0.3869495455668699,-0.7194534308868756,1.583557374120688,-0.0071945,1.1515036870603441,0.0407981066998639,2025-12-09 14:16:56
aptos,apt,Aptos,1.77,1299462171,83,229299161.0,1.81,1.73,-0.0063801862919838,-0.35998,-4300599.867149353,-0.32986,736279385.5890781,1187828806.519315,0.0,19.92,-91.15971,2023-01-26T14:25:17.390Z,1.68,5.12837,2025-12-07T15:05:38.366Z,0,2025-12-09T13:59:00.945Z,-0.1045332648643605,-0.3599810245998025,-6.532246866798825,-0.0035998000000000002,3.446113433399413,0.04073862914055762,2025-12-09 14:16:56
ripple-usd,rlusd,Ripple USD,1.0,1293530698,84,42020766.0,1.0,0.999014,0.00095497,0.09556,1252495.0,0.09692,1293131647.651246,1293131647.651246,0.0,1.073,-6.81072,2024-12-26T10:45:52.337Z,0.962292,3.89274,2024-12-18T04:40:40.880Z,0,2025-12-09T13:58:57.157Z,0.0445508501028181,0.0955591635756243,0.0650956932223308,0.0009556,0.0803278466111654,0.0405526752250094,2025-12-09 14:16:56
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),0.999771,1288991955,85,171497291.0,1.0,0.99936,-4.2882540494893e-05,-0.00429,84063.0,0.00652,1288999879.839804,1288999879.839804,0.0,1.031,-3.05433,2024-03-05T20:15:29.285Z,0.942892,6.01093,2024-12-05T22:30:25.440Z,0,2025-12-09T13:59:01.596Z,-0.0124517434109253,-0.0042890503490075,0.00064319664971,-4.2900000000000006e-05,0.002466598324855,0.04041038392021597,2025-12-09 14:16:56
quant-network,qnt,Quant,86.84,1262532644,86,14886279.0,89.43,85.93,-1.9591034084893837,-2.20612,-31027042.909698486,-2.39858,14544176.164081177,14612493.0,14612493.0,427.42,-79.62039,2021-09-11T09:15:00.668Z,0.215773,40269.69053,2018-08-23T00:00:00.000Z,"{'times': 10.98885439723806, 'currency': 'eth', 'percentage': 1098.885439723806}",2025-12-09T13:58:56.919Z,-0.5945779477452754,-2.2061235561502865,-12.542837052609991,-0.0220612,7.374478526304996,0.039580874541490334,2025-12-09 14:16:56
sky,sky,Sky,0.054575,1250967638,87,10398049.0,0.055167,0.052765,0.00107912,2.01718,25525731.0,2.08298,22930185457.860844,23462665147.36596,23462665147.3,0.100535,-45.71171,2024-12-04T10:13:57.264Z,0.03582727,52.33887,2025-02-03T05:01:48.626Z,0,2025-12-09T13:58:57.590Z,-0.0791061271940808,2.0171817539617,1.067364200841429,0.020171800000000004,1.5422721004207145,0.03921830724175912,2025-12-09 14:16:56
arbitrum,arb,Arbitrum,0.214436,1203877429,88,125830259.0,0.216111,0.20962,0.00191309,0.90018,7995018.0,0.66855,5618148833.0,10000000000.0,10000000000.0,2.39,-90.99828,2024-01-12T12:29:59.231Z,0.186907,15.11943,2025-12-01T17:41:29.848Z,0,2025-12-09T13:59:00.822Z,-0.602706696866964,0.9001808000493093,10.232714398106264,0.009001799999999999,5.566447199053132,0.037742011429987975,2025-12-09 14:16:56
gatechain-token,gt,Gate,10.26,1203517586,89,1646185.0,10.51,10.26,-0.1618740300690291,-1.5539,-18608870.96976328,-1.52266,117344473.53114802,300000000.0,0.0,25.94,-60.38941,2025-01-25T03:07:37.823Z,0.25754,3889.57438,2020-03-13T02:18:02.481Z,0,2025-12-09T13:59:03.679Z,-0.2753754818504993,-1.553903605326407,4.205067088728394,-0.015539,2.879483544364197,0.03773073021622663,2025-12-09 14:16:56
wbnb,wbnb,Wrapped BNB,883.57,1195666894,90,116897077.0,911.49,882.05,-26.730093798252824,-2.9364,-36651830.683419466,-2.97422,1354528.052152261,1354419.978750862,0.0,1372.03,-35.46844,2025-10-13T08:47:24.374Z,23.6,3651.17772,2020-09-24T13:48:40.532Z,0,2025-12-09T13:59:00.125Z,-0.5675719692126516,-2.9363993158958164,5.0045751462978085,-0.029363999999999998,3.970487573148904,0.03748460806121336,2025-12-09 14:16:56
algorand,algo,Algorand,0.133169,1175143073,91,29408279.0,0.135815,0.132041,-0.002068194375303,-1.52931,-16405877.104009628,-1.37685,8824344611.91404,8824388393.277937,10000000000.0,3.56,-96.25124,2019-06-20T14:51:19.480Z,0.087513,52.54679,2023-09-11T19:42:08.247Z,"{'times': -0.9445127864054718, 'currency': 'usd', 'percentage': -94.45127864054717}",2025-12-09T13:59:00.697Z,-0.2717542186844185,-1.5293053097095566,1.0436601915840944,-0.015293099999999999,1.286485095792047,0.03684117853250091,2025-12-09 14:16:56
binance-staked-sol,bnsol,Binance Staked SOL,143.8,1146152978,92,1763672.0,150.74,143.69,-6.21665635644996,-4.144,-40351567.449894905,-3.40088,7970505.851279146,7970505.907314511,0.0,297.96,-51.73997,2025-01-19T11:30:53.744Z,100.21,43.49161,2025-04-07T06:56:20.488Z,0,2025-12-09T13:59:01.217Z,-0.5369074911002204,-4.143997389790983,2.7615511320076207,-0.041440000000000005,3.4527755660038104,0.035932328120914334,2025-12-09 14:16:56
official-trump,trump,Official Trump,5.74,1144240331,93,187853118.0,5.75,5.64,0.01234088,0.21552,-930586.1895592212,-0.08126,199999973.087224,1000000000.0,1000000000.0,73.43,-92.22472,2025-01-19T11:50:34.806Z,4.29,33.06624,2025-01-18T03:40:29.231Z,0,2025-12-09T13:59:06.298Z,0.6067831389006532,0.2155211312390864,-0.2071676131918738,0.0021552,0.21134380659593688,0.03587236591612785,2025-12-09 14:16:56
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,3298.73,1136467958,94,115620.0,3353.23,3267.08,-34.82931622940396,-1.04481,3784114.0,0.33408,344517.0722312482,344517.0722312482,0.0,5190.42,-36.47266,2025-08-24T19:13:49.359Z,1029.61,220.25158,2025-09-02T07:53:14.684Z,0,2025-12-09T13:59:04.681Z,-0.6980719639008266,-1.0448094221287787,10.262578933298988,-0.0104481,5.653694466649494,0.035628699091301834,2025-12-09 14:16:56
cosmos,atom,Cosmos Hub,2.25,1082111283,95,35962287.0,2.27,2.2,0.00688971,0.30783,1938036.0,0.17942,482077379.85611,482077379.85611,0.0,44.45,-94.92836,2022-01-17T00:34:41.497Z,1.16,94.32138,2020-03-13T02:27:44.591Z,"{'times': 21.45042392115838, 'currency': 'usd', 'percentage': 2145.042392115838}",2025-12-09T13:59:02.449Z,-0.2490360238251318,0.3078302946285879,-1.263771096295218,0.0030783,0.785800548147609,0.03392459682995265,2025-12-09 14:16:56
vechain,vet,VeChain,0.01252146,1076644464,96,21657644.0,0.01271005,0.0123826,-0.0001365320011327,-1.07862,-12889572.004570724,-1.18304,85985041177.0,85985041177.0,86712634466.0,0.280991,-95.52611,2021-04-19T01:08:21.675Z,0.00191713,555.73051,2020-03-13T02:29:59.652Z,"{'times': 0.40699647791872223, 'currency': 'eth', 'percentage': 40.69964779187222}",2025-12-09T13:58:59.231Z,-0.6268060766634147,-1.078623016295115,-0.5009663123267618,-0.0107862,0.7897931561633809,0.03375320999254425,2025-12-09 14:16:56
filecoin,fil,Filecoin,1.48,1070096412,97,101741672.0,1.52,1.47,-0.0280490784751332,-1.86291,-20797698.802600503,-1.90648,724822500.0,1958707381.0,0.0,236.84,-99.3752,2021-04-01T13:29:41.564Z,0.848008,74.497,2025-10-10T21:26:46.200Z,0,2025-12-09T13:59:03.331Z,-0.3915933921881609,-1.8629143362331075,-0.3403429752586908,-0.0186291,1.1016264876293453,0.03354792609280917,2025-12-09 14:16:56
ignition-fbtc,fbtc,Function FBTC,90617.0,1059699216,98,32892.0,92895.0,87930.0,-1489.697233302781,-1.61736,-17678889.96913159,-1.64092,11702.4643183,11702.4643183,0.0,127954.0,-29.28086,2025-10-06T12:50:40.428Z,11469.83,688.92244,2024-09-10T18:18:02.102Z,0,2025-12-09T13:59:05.310Z,-0.1747616658248193,-1.6173586502841744,6.293414059986048,-0.0161736,3.955387029993024,0.033221970077006314,2025-12-09 14:16:56
usdtb,usdtb,USDtb,1.001,1050131645,99,355824.0,1.003,0.997175,0.0008138,0.08139,1140133.0,0.10869,1049530737.146182,1049530737.146182,0.0,1.057,-5.4405,2025-09-20T13:20:33.315Z,0.900502,10.99465,2025-07-17T08:05:52.672Z,0,2025-12-09T13:58:59.000Z,0.0501422320391603,0.0813938025297504,0.0322678295680446,0.0008139,0.0568289147840223,0.03292202311783858,2025-12-09 14:16:56
liquid-staked-ethereum,lseth,Liquid Staked ETH,3350.54,1040156642,101,69954.0,3374.92,3318.25,-8.90046102944325,-0.26494,-2855831.8964856863,-0.27381,310444.1123872404,310444.1123872404,0.0,5334.09,-37.27614,2025-08-24T19:17:38.271Z,1384.61,141.63879,2023-03-10T11:26:12.210Z,0,2025-12-09T13:59:04.916Z,-0.0599344774375295,-0.264938507846853,10.914887247788585,-0.0026494,5.589913623894292,0.03260930301181177,2025-12-09 14:16:56
