id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency
memecore,m,MemeCore,https://coin-images.coingecko.com/coins/images/53247/large/square-bg-transparent.png?1752637478,1.34,2286141010,52,7096617228,17819530.0,1.37,1.23,0.103389,8.39031,179827075.0,8.53752,1710871702.178667,5310871701.737943,10000000000.0,2.96,-54.31164,2025-09-18T07:27:06.144Z,0.04746135,2748.24348,2025-07-04T03:56:17.448Z,,2025-12-09T14:06:24.316Z,-1.8108033358850755,8.390309131329756,-4.82487292879593
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,1.76,2250596635,53,2250596635,162612243.0,1.78,1.71,-0.021330814929506614,-1.19887,-30585422.773757458,-1.34077,1282052915.0,1282052915.0,,20.44,-91.42732,2022-01-16T22:09:45.873Z,0.526762,232.61579,2020-11-04T16:09:15.137Z,,2025-12-09T14:06:25.060Z,0.45032130816366944,-1.1988670532143078,0.7561929948935806
tether-gold,xaut,Tether Gold,https://coin-images.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,4204.55,2195370774,54,2195370774,242500019.0,4215.26,4178.95,-3.38965079200716,-0.08055,-1338860.2925829887,-0.06095,522089.3,522089.3,,4392.88,-4.27148,2025-10-17T05:01:31.881Z,1447.84,190.44898,2020-03-19T13:45:41.821Z,,2025-12-09T14:06:28.280Z,0.24984165603743227,-0.08055373549758366,0.01223114386228937
falcon-finance,usdf,Falcon USD,https://coin-images.coingecko.com/coins/images/54558/large/ff_200_X_200.png?1740741076,0.998375,2189374287,55,2189374287,1652699.0,1.001,0.99674,-0.000274847262240252,-0.02752,1935841.0,0.0885,2190113832.786584,2190113832.786584,,1.075,-7.08595,2025-05-08T21:25:42.071Z,0.943422,5.83149,2025-07-08T10:16:34.749Z,,2025-12-09T14:06:33.504Z,-0.019917250662046717,-0.02752188318284834,0.0015819652672117237
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,13.47,2081166630,56,2081166630,48572216.0,13.53,13.25,-0.001982670773299944,-0.01472,-1458355.162100315,-0.07002,154647864.0631503,154648965.3127263,210700000.0,167.09,-91.95013,2021-05-06T18:34:22.133Z,0.615038,2086.88198,2016-07-25T00:00:00.000Z,"{'times': 28.928475052613045, 'currency': 'usd', 'percentage': 2892.8475052613044}",2025-12-09T14:06:33.468Z,-0.18445672499372204,-0.0147193818516611,2.8842398915968586
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.265818,2044156063,57,3986976474,223077892.0,0.281449,0.264524,-0.010847077737059674,-3.92065,-78782953.37298417,-3.71103,7690625000.0,15000000000.0,15000000000.0,1.52,-82.53165,2024-04-11T13:15:15.057Z,0.195078,35.90336,2024-09-06T21:04:48.253Z,,2025-12-09T14:06:33.460Z,-0.7293678991815767,-3.9206535043216215,11.632521995569084
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,https://coin-images.coingecko.com/coins/images/36291/large/blackrock.png?1711013223,1.0,2029279036,58,2029279036,0.0,1.0,1.0,0.0,0.0,721174.0,0.03555,2029279036.130449,2029279036.130449,,1.0,0.0,2025-02-12T05:00:10.912Z,1.0,0.0,2025-02-12T05:45:10.196Z,,2025-12-09T14:05:02.090Z,0.0,0.0,0.0
aster-2,aster,Aster,https://coin-images.coingecko.com/coins/images/69040/large/_ASTER.png?1757326782,0.936345,1963302799,59,7418326992,208600527.0,0.962275,0.927203,-0.025025805544043322,-2.60314,-49001015.02501726,-2.43507,2096639672.0,7922139508.973094,8000000000.0,2.41,-61.18658,2025-09-24T11:18:14.634Z,0.099713,837.59924,2025-09-17T12:05:36.771Z,,2025-12-09T14:06:30.934Z,-0.7279812925262463,-2.6031373704479677,-4.295678963281743
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,4.66e-06,1954625209,60,1954625209,463547553.0,5e-06,4.57e-06,-1.15424177179e-07,-2.4174,-54714455.037560225,-2.72301,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-83.37958,2024-12-09T16:30:35.828Z,5.5142e-08,8347.95022,2023-04-18T02:14:41.591Z,,2025-12-09T14:06:25.875Z,0.07341563342892875,-2.417395224193404,15.00059996043113
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,3118.59,1884186709,61,1884186709,64592453.0,3165.39,3088.34,-31.323318840560205,-0.99442,-19146075.475161552,-1.00592,604999.9999588211,604999.9999588211,,4955.78,-37.21776,2025-08-24T19:14:00.505Z,1394.32,123.14487,2025-04-09T01:32:41.942Z,,2025-12-09T14:06:31.527Z,-0.6256697732326643,-0.994417788432737,10.389372041362238
jito-staked-sol,jitosol,Jito Staked SOL,https://coin-images.coingecko.com/coins/images/28046/large/JitoSOL-200.png?1696527060,165.1,1861960580,62,1861960580,32026257.0,172.91,164.74,-7.30541122243153,-4.23737,-89611378.79893279,-4.59175,11282282.67651785,11282282.67651785,,339.52,-51.39557,2025-01-19T11:21:54.080Z,0.57898,28402.20663,2023-09-12T10:21:17.665Z,,2025-12-09T14:06:23.553Z,-0.5609718551813029,-4.2373744937424025,2.8920148036200874
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,3.43,1855505637,63,1855505637,69189590.0,3.49,3.32,-0.05105643606323573,-1.46852,-26046746.458716393,-1.38432,541668124.2521365,541668124.2521365,,700.65,-99.51118,2021-05-10T16:05:53.653Z,2.23,53.47465,2025-10-10T21:26:36.019Z,,2025-12-09T14:06:23.318Z,0.11090364124972409,-1.4685247589235089,-6.171679272843106
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.216627,1804696124,64,2776455575,14766227.0,0.221569,0.214332,-0.00171384122973034,-0.78494,-14966092.166835546,-0.82247,8346154501.006946,12840237693.85683,100000000000.0,2.99,-92.77112,2025-02-26T16:41:03.732Z,0.172081,25.50536,2025-10-10T21:25:41.582Z,,2025-12-09T14:06:25.853Z,0.506819636058514,-0.7849398515435969,-6.62968687275696
rain,rain,Rain,https://coin-images.coingecko.com/coins/images/69134/large/Rain_logo_1_.png?1762952191,0.00757157,1800091590,65,8708772048,24930588.0,0.00776753,0.00752143,-0.000164581867105385,-2.12744,-37801584.45418215,-2.05679,237694596261.65958,1149957073107.814,1150000000000.0,0.00823862,-8.14313,2025-11-24T18:21:22.424Z,0.00222126,240.69587,2025-09-14T08:56:57.416Z,,2025-12-09T14:06:26.546Z,-0.8834060494100536,-2.127439685842243,-4.330634322530516
pump-fun,pump,Pump.fun,https://coin-images.coingecko.com/coins/images/67164/large/pump.jpg?1751949376,0.00296978,1752194657,66,2969789687,108473425.0,0.00310474,0.00294044,-0.000129339134537487,-4.17341,-73258842.36460567,-4.01319,590000000000.0,999989304236.216,1000000000000.0,0.00881908,-66.43159,2025-09-14T16:42:40.248Z,0.00228323,29.65982,2025-07-29T11:15:43.983Z,,2025-12-09T14:06:26.277Z,-1.0722108344165089,-4.173412088373206,-0.6730555889765221
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,4.65,1669841119,67,1669797068,33805954.0,4.75,4.65,-0.0957941832684579,-2.01708,-39443172.674580336,-2.30758,359023961.913444,359014490.680042,,5.99,-22.28289,2025-10-06T17:35:59.480Z,0.146839,3069.01385,2023-11-24T05:55:06.706Z,,2025-12-09T14:06:23.442Z,-0.2304075620025583,-2.0170816878998243,2.679728119517996
wrapped-solana,sol,Wrapped SOL,https://coin-images.coingecko.com/coins/images/21629/large/solana.jpg?1696520989,132.63,1668907085,68,1668907085,619500281.0,138.69,132.16,-5.847917594164414,-4.22305,-87537798.66306114,-4.98381,12608110.39470092,12608110.39470092,,290.3,-54.34345,2025-01-19T11:20:39.814Z,8.11,1534.18334,2022-12-29T20:45:41.226Z,,2025-12-09T14:06:30.545Z,-0.25296147550112574,-4.22305053439711,3.002964672311368
hash-2,hash,Provenance Blockchain,https://coin-images.coingecko.com/coins/images/66154/large/Hastra_Icon.png?1748497203,0.02932086,1526865313,69,2932086494,93450.0,0.03335006,0.0243742,0.00154719,5.57071,81621869.0,5.64762,52074361259.0,100000000000.0,100000000000.0,0.060147,-51.25128,2025-09-14T16:52:41.627Z,0.00976953,200.12577,2025-12-04T22:25:33.898Z,,2025-12-09T14:06:34.303Z,1.289188304928137,5.570713734652901,29.406048377344586
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.482137,1522257454,70,4818631337,100205435.0,0.487158,0.471605,-0.000590065154486674,-0.12224,-2788265.698101759,-0.18283,3159107529.0,10000000000.0,10000000000.0,2.14,-77.4713,2024-12-16T00:36:00.777Z,0.082171,486.76345,2024-01-18T12:14:30.524Z,,2025-12-09T14:06:25.533Z,-0.1345940280011817,-0.12223578599776554,3.5321350464747714
htx-dao,htx,HTX DAO,https://coin-images.coingecko.com/coins/images/35491/large/Frame_1321318576.png?1708908626,1.63e-06,1517392466,71,1517392466,15603611.0,1.63e-06,1.59e-06,6.364e-09,0.39162,6703775.0,0.44376,930149437822426.1,930149437822426.1,999990000000000.0,3.75e-06,-56.51266,2024-12-04T00:16:20.770Z,8.00816e-07,103.72046,2024-08-05T13:31:33.427Z,,2025-12-09T14:06:22.853Z,0.009972493420204499,0.3916197890084917,-3.9651777806713637
syrupusdc,syrupusdc,syrupUSDC,https://coin-images.coingecko.com/coins/images/54658/large/syrupUSDC.png?1761824955,1.14,1516884725,72,1516884725,30192702.0,1.14,1.14,0.00077397,0.06788,32092188.0,2.16139,1329790101.540419,1329790101.540419,,1.14,-0.34918,2025-11-24T04:11:48.401Z,1.055,8.16568,2025-08-01T06:27:19.933Z,,2025-12-09T14:06:28.003Z,0.024010701033324828,0.06787858726600117,0.13711034462062888
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,0.609166,1453419221,73,6086254095,131978237.0,0.617581,0.584825,0.01699702,2.8703,37911736.0,2.67831,2388035725.014134,10000000000.0,10000000000.0,11.74,-94.8171,2024-03-10T00:10:42.330Z,0.557914,9.0677,2025-12-01T19:35:12.590Z,,2025-12-09T14:06:29.704Z,0.09521166344520376,2.8702973090755406,5.165030730694994
pax-gold,paxg,PAX Gold,https://coin-images.coingecko.com/coins/images/9519/large/paxgold.png?1696509604,4206.5,1431169779,74,1431169779,87689316.0,4219.48,4185.69,-5.692232685225463,-0.13514,267315.0,0.01868,340140.854,340140.854,,4448.72,-5.41132,2025-10-16T23:50:09.513Z,1399.64,200.64733,2019-11-18T03:09:35.959Z,,2025-12-09T14:06:25.825Z,-0.09386356469036095,-0.13513702392729718,-0.12416617720602048
global-dollar,usdg,Global Dollar,https://coin-images.coingecko.com/coins/images/51281/large/GDN_USDG_Token_200x200.png?1730484111,0.999807,1395550820,75,1395550820,25169134.0,0.999927,0.999603,3.234e-05,0.00323,27373675.0,2.00074,1395840311.488746,1395840311.488746,,1.65,-39.57873,2025-01-30T00:11:05.728Z,0.907561,10.15009,2024-11-11T23:55:50.604Z,,2025-12-09T14:06:34.006Z,0.003801418590507079,0.003234283404867588,-0.006906784232174651
syrupusdt,syrupusdt,syrupUSDT,https://coin-images.coingecko.com/coins/images/69514/large/syrupUSDT.png?1761824990,1.11,1363529914,76,1363529914,417859.0,1.11,1.11,0.00118907,0.10756,60511442.0,4.64394,1232107573.962949,1232107573.962949,,1.11,-0.1348,2025-12-02T22:23:24.111Z,1.093,1.21457,2025-09-30T09:40:48.362Z,,2025-12-09T14:06:28.002Z,0.0028085719664792366,0.10756204321026018,0.06791475052907575
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.04998721,1336417115,77,1347505622,22248575.0,0.053697,0.04984436,-0.00348380408920982,-6.51531,-96466988.6431768,-6.73237,26777148610.50726,26999323695.01252,28704026601.0,0.207411,-75.89903,2024-08-01T00:40:47.164Z,0.00017105,29124.30964,2022-05-26T14:42:59.316Z,,2025-12-09T14:06:23.556Z,0.14402334634003403,-6.515312796880167,-6.641483621701498
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.28,1332419405,78,1460857492,4881576.0,10.3,10.11,0.065016,0.63667,8185315.0,0.61812,129675261.7355671,142175261.7355671,,28.83,-64.38056,2021-12-01T15:09:35.541Z,0.342863,2895.08614,2019-02-07T00:00:00.000Z,,2025-12-09T14:06:23.689Z,0.01606199828921324,0.6366715284036981,5.3695804395687325
bfusd,bfusd,BFUSD,https://coin-images.coingecko.com/coins/images/68227/large/bfusd.png?1755132827,0.999093,1318803064,79,1318803064,21166140.0,0.999357,0.998935,3.598e-05,0.0036,47188.0,0.00358,1320000000.0,1320000000.0,,1.007,-0.77809,2025-10-10T21:40:40.468Z,0.99712,0.19753,2025-11-07T12:33:03.134Z,,2025-12-09T14:06:31.152Z,0.0028408501011560525,0.0036014582458777002,-0.022658885303669885
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,3582.58,1308475013,80,1308475013,10829122.0,3636.24,3548.58,-31.217906352082537,-0.86385,-12735561.237477541,-0.96393,365232.7197273361,365232.7197273361,,5618.08,-36.22591,2025-08-24T19:25:20.811Z,887.26,303.81248,2022-06-18T20:55:45.957Z,,2025-12-09T14:06:26.786Z,-0.7586774532117394,-0.8638534083546235,10.058370764767519
hashnote-usyc,usyc,Circle USYC,https://coin-images.coingecko.com/coins/images/51054/large/Hashnote_SDYC_200x200.png?1730370965,1.11,1303484327,81,1303484327,2664153.0,1.11,1.11,-5.196418460196e-06,-0.00047,2356021.0,0.18108,1174220742.431294,1174220742.431294,,1.12,-0.60319,2025-03-04T19:26:50.778Z,1.026,8.18454,2024-12-05T22:31:20.475Z,,2025-12-09T03:23:35.529Z,,-0.0004681079514789211,0.09063267884613736
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/pol.png?1759114181,0.123599,1302856344,82,1302856344,57976401.0,0.12507,0.121626,-0.000600148377592341,-0.48321,-7644833.715234995,-0.58335,10553294505.00246,10553294505.00246,,1.29,-90.40037,2024-03-13T18:55:06.692Z,0.117067,5.58187,2025-12-02T03:35:58.502Z,,2025-12-09T14:06:26.158Z,-0.21446340847164386,-0.4832143697297587,1.7364776427762005
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/Aptos-Network-Symbol-Black-RGB-1x.png?1761789140,1.77,1300891180,83,2098708790,228618671.0,1.81,1.73,-0.001633350511329956,-0.09227,-2409518.2076797485,-0.18488,736279385.5890781,1187828806.519315,,19.92,-91.1249,2023-01-26T14:25:17.390Z,1.68,5.54227,2025-12-07T15:05:38.366Z,,2025-12-09T14:06:30.571Z,0.32644285270098056,-0.09227031892752878,-7.842578735163549
ripple-usd,rlusd,Ripple USD,https://coin-images.coingecko.com/coins/images/39651/large/RLUSD_200x200_%281%29.png?1727376633,0.999838,1293076794,84,1293076794,41791655.0,1.0,0.999014,0.00020496,0.0205,798591.0,0.0618,1293131647.651246,1293131647.651246,,1.073,-6.81072,2024-12-26T10:45:52.337Z,0.962292,3.89274,2024-12-18T04:40:40.880Z,,2025-12-09T14:06:26.735Z,0.018951200451456894,0.020503530899581096,-0.031805661117034596
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,0.999823,1288878845,85,1288878845,165753163.0,1.0,0.99936,8.63e-06,0.00086,149157.0,0.01157,1288999879.839804,1288999879.839804,,1.031,-3.05433,2024-03-05T20:15:29.285Z,0.942892,6.01093,2024-12-05T22:30:25.440Z,,2025-12-09T14:06:31.639Z,-0.007299514049786752,0.0008635996251733321,0.0057961007762153734
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,86.87,1263646082,86,1269581674,14587271.0,89.43,85.93,-1.8888212552135428,-2.12792,-27291562.670476913,-2.11409,14544176.164081175,14612493.0,14612493.0,427.42,-79.67609,2021-09-11T09:15:00.668Z,0.215773,40159.35112,2018-08-23T00:00:00.000Z,"{'times': 10.978011003106355, 'currency': 'eth', 'percentage': 1097.8011003106353}",2025-12-09T14:06:26.556Z,-0.6514339312658847,-2.12791846498916,-12.511574482091028
sky,sky,Sky,https://coin-images.coingecko.com/coins/images/39925/large/sky.jpg?1724827980,0.054642,1253645982,87,1282757872,11042829.0,0.055167,0.052765,0.00122199,2.28751,27585963.0,2.24997,22930185457.860844,23462665147.36596,23462665147.3,0.100535,-45.71171,2024-12-04T10:13:57.264Z,0.03582727,52.33887,2025-02-03T05:01:48.626Z,,2025-12-09T14:06:27.200Z,0.016614522393391375,2.2875132304004335,-0.6319909009805936
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.214991,1207734173,88,2149701278,125059403.0,0.216111,0.20962,0.00245702,1.15606,12181501.0,1.0189,5618148833.0,10000000000.0,10000000000.0,2.39,-91.01123,2024-01-12T12:29:59.231Z,0.186907,14.95382,2025-12-01T17:41:29.848Z,,2025-12-09T14:06:30.649Z,-0.3002222680351612,1.156063328695766,9.74587834625883
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,10.31,1204917821,89,3080463318,3447804.0,10.51,10.26,-0.11389185395790768,-1.09216,-17206386.549831867,-1.40791,117344473.53114802,300000000.0,,25.94,-60.3726,2025-01-25T03:07:37.823Z,0.25754,3891.26726,2020-03-13T02:18:02.481Z,,2025-12-09T14:06:33.850Z,0.29724195092149275,-1.092157333075761,4.308701856264219
wbnb,wbnb,Wrapped BNB,https://coin-images.coingecko.com/coins/images/12591/large/binance-coin-logo.png?1696512401,884.46,1196933971,90,1196933971,645695477.0,911.49,882.05,-25.56480080264464,-2.80926,-36694166.35778046,-2.97449,1354419.978750862,1354419.978750862,,1372.03,-35.59299,2025-10-13T08:47:24.374Z,23.6,3643.93789,2020-09-24T13:48:40.532Z,,2025-12-09T14:06:30.360Z,-0.4680786230427094,-2.8092553271116127,5.1096440534075045
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.13337,1178864455,91,1178870304,30153891.0,0.135815,0.132041,-0.001771128618299811,-1.31057,-11847767.330920935,-0.99502,8824344611.91404,8824388393.277937,10000000000.0,3.56,-96.26015,2019-06-20T14:51:19.480Z,0.087513,52.18424,2023-09-11T19:42:08.247Z,"{'times': -0.9444290403730815, 'currency': 'usd', 'percentage': -94.44290403730815}",2025-12-09T14:06:30.137Z,-0.09491517808006562,-1.3105741116694383,1.1961638963305563
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,5.75,1150130976,92,5750655651,191333844.0,5.75,5.64,0.02740652,0.47886,5441365.0,0.47536,199999973.087224,1000000000.0,1000000000.0,73.43,-92.22472,2025-01-19T11:50:34.806Z,4.29,33.06624,2025-01-18T03:40:29.231Z,,2025-12-09T14:06:25.548Z,0.8215312679918054,0.47886296259995786,-0.9243214038332512
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,144.23,1149141380,93,1149141380,1772451.0,150.74,143.69,-6.073106282993308,-4.04061,-37363164.68097854,-3.14901,7970505.907314511,7970505.907314511,,297.96,-51.73997,2025-01-19T11:30:53.744Z,100.21,43.49161,2025-04-07T06:56:20.488Z,,2025-12-09T14:06:31.397Z,-0.21903192210428207,-4.040614078889133,3.0682537515325
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,3304.4,1137707418,94,1137707418,115818.0,3353.23,3267.08,-25.816102224701353,-0.77521,6632009.0,0.58635,344517.0722312482,344517.0722312482,,5190.42,-36.47266,2025-08-24T19:13:49.359Z,1029.61,220.25158,2025-09-02T07:53:14.684Z,,2025-12-09T14:06:23.539Z,-0.5274359710649646,-0.7752089635656579,9.784879802304976
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,2.25,1084931591,95,1084931591,35764639.0,2.27,2.2,0.01493876,0.6681,6832536.0,0.63376,482077379.85611,482077379.85611,,44.45,-94.94506,2022-01-17T00:34:41.497Z,1.16,93.68149,2020-03-13T02:27:44.591Z,"{'times': 21.50946829185216, 'currency': 'usd', 'percentage': 2150.946829185216}",2025-12-09T14:06:32.736Z,0.013307926327170524,0.6680996212354067,-1.7407908990158403
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,0.01255647,1079685256,96,1079685256,22865848.0,0.01271005,0.0123826,-0.000101623430175864,-0.80283,-8290163.136679649,-0.76198,85985041177.0,85985041177.0,86712634466.0,0.280991,-95.53993,2021-04-19T01:08:21.675Z,0.00191713,553.70465,2020-03-13T02:29:59.652Z,"{'times': 0.4091499787645955, 'currency': 'eth', 'percentage': 40.91499787645955}",2025-12-09T14:06:29.596Z,-0.34893416873752936,-0.8028335106016418,-0.2227425254481264
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,1.48,1074566037,97,2903828770,101728639.0,1.52,1.47,-0.022135242283971124,-1.47181,-15404509.116233349,-1.4133,724822500.0,1958707381.0,,236.84,-99.37465,2021-04-01T13:29:41.564Z,0.848008,74.65215,2025-10-10T21:26:46.200Z,,2025-12-09T14:06:33.659Z,-0.0367433908492236,-1.4718112125117748,0.7600396620723662
ignition-fbtc,fbtc,Function FBTC,https://coin-images.coingecko.com/coins/images/39182/large/Function_Token_%282%29.png?1760254065,90748.0,1060301267,98,1060301267,32737.0,92895.0,87930.0,-1767.4652441665676,-1.91045,-17076838.7732476,-1.58504,11702.4643183,11702.4643183,,127954.0,-29.28086,2025-10-06T12:50:40.428Z,11469.83,688.92244,2024-09-10T18:18:02.102Z,,2025-12-09T14:06:23.036Z,-0.05306471346788208,-1.9104475902831721,3.963495506447395
usdtb,usdtb,USDtb,https://coin-images.coingecko.com/coins/images/52804/large/76357aa8-4ef7-446c-bad3-a3f944eeec7a.jpeg?1758277468,1.0,1050047247,99,1050047247,359746.0,1.003,0.997175,0.00051447,0.05146,683146.0,0.0651,1049530737.146182,1049530737.146182,,1.057,-5.4405,2025-09-20T13:20:33.315Z,0.900502,10.99465,2025-07-17T08:05:52.672Z,,2025-12-09T14:06:28.764Z,0.0053370693611963236,0.05146374819151342,-0.012529328468520421
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01295178,1041195413,100,1353764321,4427536.0,0.01324991,0.012927,-0.000156919877344171,-1.19707,-11372458.569207191,-1.08045,80347768341.73177,104468326173.3943,,0.150073,-91.36821,2023-01-10T03:14:05.921Z,0.00827405,56.56148,2023-10-19T03:35:41.663Z,,2025-12-09T14:06:33.645Z,0.10592733193227494,-1.1970670747544865,-4.952414028407552
